Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject
PP521174,Severe acute respiratory syndrome coronavirus 2,,"Wilkinson,E., Giovanetti,M., Tegally,H., San,J.E., Lessells,R., Cuadros,D., Martin,D.P., Rasmussen,D.A., Zekri,A.N., Sangare,A.K., Ouedraogo,A.S., Sesay,A.K., Priscilla,A., Kemi,A.S., Olubusuyi,A.M., Oluwapelumi,A.O.O., Hammami,A., Amuri,A.A., Sayed,A., Ouma,A.E.O., Elargoubi,A., Ajayi,N.A., Victoria,A.F., Kazeem,A., George,A., Trotter,A.J., Yahaya,A.A., Keita,A.K., Diallo,A., Kone,A., Souissi,A., Chtourou,A., Gutierrez,A.V., Page,A.J., Vinze,A., Iranzadeh,A., Lambisia,A., Ismail,A., Rosemary,A., Sylverken,A., Femi,A., Ibrahimi,A., Marycelin,B., Oderinde,B.S., Bolajoko,B., Dhaala,B., Herring,B.L., Njanpop-Lafourcade,B.M., Kleinhans,B., McInnis,B., Tegomoh,B., Brook,C., Pratt,C.B., Scheepers,C., Akoua-Koffi,C.G., Agoti,C.N., Peyrefitte,C., Daubenberger,C., Morang'a,C.M., Nokes,D.J., Amoako,D.G., Bugembe,D.L., Park,D., Baker,D., Doolabh,D., Ssemwanga,D., Tshiabuila,D., Bassirou,D., Amuzu,D.S.Y., Goedhals,D., Omuoyo,D.O., Maruapula,D., Foster-Nyarko,E., Lusamaki,E.K., Simulundu,E., Ong'era,E.M., Ngabana,E.N., Shumba,E., El Fahime,E., Lokilo,E., Mukantwari,E., Philomena,E., Belarbi,E., Simon-Loriere,E., Anoh,E.A., Leendertz,F., Ajili,F., Enoch,F.O., Wasfi,F., Abdelmoula,F., Mosha,F.S., Takawira,F.T., Derrar,F., Bouzid,F., Onikepe,F., Adeola,F., Muyembe,F.M., Tanser,F., Dratibi,F.A., Mbunsu,G.K., Thilliez,G., Kay,G.L., Githinji,G., van Zyl,G., Awandare,G.A., Schubert,G., Maphalala,G.P., Ranaivoson,H.C., Lemriss,H., Anise,H., Abe,H., Karray,H.H., Nansumba,H., Elgahzaly,H.A., Gumbo,H., Smeti,I., Ayed,I.B., Odia,I., Ben Boubaker,I.B., Gaaloul,I., Gazy,I., Mudau,I., Ssewanyana,I., Konstantinus,I., Lekana-Douk,J.B., Makangara,J.C., Tamfum,J.M., Heraud,J.M., Shaffer,J.G., Giandhari,J., Li,J., Yasuda,J., Mends,J.Q., Kiconco,J., Morobe,J.M., Gyapong,J.O., Okolie,J.C., Kayiwa,J.T., Edwards,J.A., Gyamfi,J., Farah,J., Nakaseegu,J., Ngoi,J.M., Namulondo,J., Andeko,J.C., Lutwama,J.J., O'Grady,J., Siddle,K., Adeyemi,K.T., Tumedi,K.A., Said,K.M., Hae-Young,K., Duedu,K.O., Belyamani,L., Fki-Berrajah,L., Singh,L., Martins,L.O., Tyers,L., Ramuth,M., Mastouri,M., Aouni,M., El Hefnawi,M., Matsheka,M.I., Kebabonye,M., Diop,M., Turki,M., Paye,M., Nyaga,M.M., Mareka,M., Damaris,M.M., Mburu,M.W., Mpina,M., Nwando,M., Owusu,M., Wiley,M.R., Youtchou,M.T., Ayekaba,M.O., Abouelhoda,M., Seadawy,M.G., Khalifa,M.K., Sekhele,M., Ouadghiri,M., Diagne,M.M., Mwenda,M., Allam,M., Phan,M.V.T., Abid,N., Touil,N., Rujeni,N., Kharrat,N., Ismael,N., Dia,N., Mabunda,N., Hsiao,N.Y., Silochi,N.B., Nsenga,N., Gumede,N., Mulder,N., Ndodo,N., Razanajatovo,N.H., Iguosadolo,N., Judith,O., Kingsley,O.C., Sylvanus,O., Peter,O., Femi,O., Idowu,O., Testimony,O., Chukwuma,O.E., Ogah,O.E., Onwuamah,C.K., Cyril,O., Faye,O., Tomori,O., Ondoa,P., Combe,P., Semanda,P., Oluniyi,P.E., Arnaldo,P., Quashie,P.K., Dussart,P., Bester,P.A., Mbala,P.K., Ayivor-Djanie,R., Njouom,R., Phillips,R.O., Gorman,R., Kingsley,R.A., Carr,R.A.A., El Kabbaj,S., Gargouri,S., Masmoudi,S., Sankhe,S., Lawal,S.B., Kassim,S., Trabelsi,S., Metha,S., Kammoun,S., Lemriss,S., Agwa,S.H.A., Calvignac-Spencer,S., Schaffner,S.F., Doumbia,S., Mandanda,S.M., Aryeetey,S., Ahmed,S.S., Elhamoumi,S., Andriamandimby,S., Tope,S., Lekana-Douki,S., Prosolek,S., Ouangraoua,S., Mundeke,S.A., Rudder,S., Panji,S., Pillay,S., Engelbrecht,S., Nabadda,S., Behillil,S., Budiaki,S.L., van der Werf,S., Mashe,T., Aanniz,T., Mohale,T., Le-Viet,T., Schindler,T., Anyaneji,U.J., Chinedu,U., Ramphal,U., Jessica,U., George,U., Fonseca,V., Enouf,V., Gorova,V., Roshdy,W.H., Ampofo,W.K., Preiser,W., Choga,W.T., Bediako,Y., Naidoo,Y., Butera,Y., de Laurent,Z.R., Sall,A.A., Rebai,A., von Gottberg,A., Kouriba,B., Williamson,C., Bridges,D.J., Chikwe,I., Bhiman,J.N., Mine,M., Cotten,M., Moyo,S., Gaseitsiwe,S., Saasa,N., Sabeti,P.C., Kaleebu,P., Tebeje,Y.K., Tessema,S.K., Happi,C., Nkengasong,J., de Oliveira,T., Galvao,B., Hsiao,M., Marais,K., Hardie,D., Korsman,S., Joseph,R.","University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,2024-03-22,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NHLS-UCT-GS-C144,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29777,GenBank,complete,,,1,South Africa,South Africa,,Homo sapiens,,2021-06-17,,
OZ019737,Severe acute respiratory syndrome coronavirus 2,ERR5379274,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2024-02-27,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-10,SAMEA8149604,PRJEB37886
OZ019739,Severe acute respiratory syndrome coronavirus 2,ERR5634313,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2024-02-27,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-10,SAMEA8468622,PRJEB37886
OZ019742,Severe acute respiratory syndrome coronavirus 2,"ERR5508697,ERR5502459,ERR5506229",,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2024-02-27,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-08,SAMEA8365230,PRJEB37886
OZ019746,Severe acute respiratory syndrome coronavirus 2,"ERR5300601,ERR5302853",,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2024-02-27,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020,SAMEA8069569,PRJEB37886
OZ019749,Severe acute respiratory syndrome coronavirus 2,"ERR5297244,ERR5298377",,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2024-02-27,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020,SAMEA8066335,PRJEB37886
OZ019755,Severe acute respiratory syndrome coronavirus 2,"ERR5298722,ERR5300524",,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2024-02-27,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020,SAMEA8067773,PRJEB37886
OZ019756,Severe acute respiratory syndrome coronavirus 2,ERR5379266,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2024-02-27,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-09,SAMEA8149596,PRJEB37886
OQ231280,Severe acute respiratory syndrome coronavirus 2,,"Chen,Q., Qin,S., Deng,Y.Q., Zhou,H.Y., Fan,H., Qin,C.","State Key Laboratory of Pathogen and Biosecurity, Beijing, Institute of Microbiology and Epidemiology",China,2024-02-01,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,clone 1,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29844,GenBank,complete,,,,China,China,,,,2021-10-17,,
OQ231281,Severe acute respiratory syndrome coronavirus 2,,"Chen,Q., Qin,S., Deng,Y.Q., Zhou,H.Y., Fan,H., Qin,C.","State Key Laboratory of Pathogen and Biosecurity, Beijing, Institute of Microbiology and Epidemiology",China,2024-02-01,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,clone 2,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29863,GenBank,complete,,,,China,China,,,,2021-10-17,,
OZ000544,Severe acute respiratory syndrome coronavirus 2,,"Perales,C.","Fundacion Instituto de Investigacion Fundacion Jimenez Diaz, Avda. de los Reyes Catolicos, 2, Madrid",Spain,2024-01-16,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,Madrid-Pt456,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29777,GenBank,complete,,,,Spain:Madrid area,Spain,,Homo sapiens,,2021-02-11,SAMEA115107831,PRJEB49400
OZ000546,Severe acute respiratory syndrome coronavirus 2,,"Perales,C.","Fundacion Instituto de Investigacion Fundacion Jimenez Diaz, Avda. de los Reyes Catolicos, 2, Madrid",Spain,2024-01-16,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,Madrid-Pt455,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29783,GenBank,complete,,,,Spain:Madrid area,Spain,,Homo sapiens,,2021-02-12,SAMEA115107830,PRJEB49400
OZ000548,Severe acute respiratory syndrome coronavirus 2,,"Perales,C.","Fundacion Instituto de Investigacion Fundacion Jimenez Diaz, Avda. de los Reyes Catolicos, 2, Madrid",Spain,2024-01-16,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,Madrid-Pt457,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29769,GenBank,complete,,,,Spain:Madrid area,Spain,,Homo sapiens,,2021-02-13,SAMEA115107832,PRJEB49400
OZ000549,Severe acute respiratory syndrome coronavirus 2,,"Perales,C.","Fundacion Instituto de Investigacion Fundacion Jimenez Diaz, Avda. de los Reyes Catolicos, 2, Madrid",Spain,2024-01-16,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,Madrid-Pt454,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29777,GenBank,complete,,,,Spain:Madrid area,Spain,,Homo sapiens,,2021-01-20,SAMEA115107829,PRJEB49400
OZ000550,Severe acute respiratory syndrome coronavirus 2,,"Perales,C.","Fundacion Instituto de Investigacion Fundacion Jimenez Diaz, Avda. de los Reyes Catolicos, 2, Madrid",Spain,2024-01-16,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,Madrid-Pt458,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29774,GenBank,complete,,,,Spain:Madrid area,Spain,,Homo sapiens,,2021-01-15,SAMEA115107833,PRJEB49400
OY974130,Severe acute respiratory syndrome coronavirus 2,ERR5937061,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-04-30,SAMEA8771205,PRJEB37886
OY974135,Severe acute respiratory syndrome coronavirus 2,ERR5404288,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29885,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-06,SAMEA8185327,PRJEB37886
OY974156,Severe acute respiratory syndrome coronavirus 2,ERR6020739,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-04-28,SAMEA9134601,PRJEB37886
OY974157,Severe acute respiratory syndrome coronavirus 2,ERR5473951,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-15,SAMEA8254528,PRJEB37886
OY974160,Severe acute respiratory syndrome coronavirus 2,ERR5667781,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-26,SAMEA8517290,PRJEB37886
OY974162,Severe acute respiratory syndrome coronavirus 2,ERR5399916,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-24,SAMEA8067974,PRJEB37886
OY974169,Severe acute respiratory syndrome coronavirus 2,ERR5286409,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-11,SAMEA8047786,PRJEB37886
OY974191,Severe acute respiratory syndrome coronavirus 2,ERR5400765,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-06,SAMEA8181894,PRJEB37886
OY974195,Severe acute respiratory syndrome coronavirus 2,ERR6113814,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29885,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-29,SAMEA9262395,PRJEB37886
OY974199,Severe acute respiratory syndrome coronavirus 2,ERR5942969,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-07,SAMEA8777073,PRJEB37886
OY974203,Severe acute respiratory syndrome coronavirus 2,ERR5875082,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020,SAMEA8685525,PRJEB37886
OY974206,Severe acute respiratory syndrome coronavirus 2,ERR5407449,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-07,SAMEA8188507,PRJEB37886
OY974209,Severe acute respiratory syndrome coronavirus 2,ERR5224535,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-12-25,SAMEA7973740,PRJEB37886
OY974213,Severe acute respiratory syndrome coronavirus 2,ERR5477271,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-28,SAMEA8257786,PRJEB37886
OY974236,Severe acute respiratory syndrome coronavirus 2,ERR5989898,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-17,SAMEA9083814,PRJEB37886
OY974239,Severe acute respiratory syndrome coronavirus 2,ERR5940801,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-10,SAMEA8774919,PRJEB37886
OY974252,Severe acute respiratory syndrome coronavirus 2,ERR5989319,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-17,SAMEA9083208,PRJEB37886
OY974254,Severe acute respiratory syndrome coronavirus 2,ERR5973334,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-10,SAMEA9008128,PRJEB37886
OY974255,Severe acute respiratory syndrome coronavirus 2,ERR5873953,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29874,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-04-24,SAMEA8684389,PRJEB37886
OY974290,Severe acute respiratory syndrome coronavirus 2,"ERR5628527,ERR5088987",,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-26,SAMEA7810829,PRJEB37886
OY974291,Severe acute respiratory syndrome coronavirus 2,ERR5974618,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-14,SAMEA9009405,PRJEB37886
OY974296,Severe acute respiratory syndrome coronavirus 2,ERR6061782,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29874,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-31,SAMEA9206362,PRJEB37886
